epoch,fit/loss,fit/pred_loss,fit/sigreg_loss,hardware/cpu_percent,hardware/disk_read_mb_s,hardware/disk_write_mb_s,hardware/net_recv_mb_s,hardware/net_sent_mb_s,hardware/ram_used_gb,hardware/ram_used_pct,hparams/lr_default_0,step,validate/loss_step,validate/pred_loss_step,validate/sigreg_loss_step,validate/loss_epoch,validate/pred_loss_epoch,validate/sigreg_loss_epoch
0,2.734814405441284,0.2660643756389618,27.46875,7.0,0.0,0.2815786600112915,0.0010299322893843055,0.001223676255904138,76.19249725341797,4.099999904632568,1.302083364862483e-05,49,,,,,,
0,1.9697521924972534,0.4052991271018982,17.375,7.300000190734863,0.7748268246650696,0.13395443558692932,0.001226913882419467,0.0011368117993697524,75.91146850585938,4.099999904632568,2.604166729724966e-05,99,,,,,,
0,1.5703104734420776,0.5790995359420776,11.0,6.900000095367432,0.0,0.2058064043521881,0.002001819433644414,0.0011131282662972808,75.78677368164062,4.099999904632568,3.9062499126885086e-05,149,,,,,,
0,1.2494213581085205,0.5638744831085205,7.609375,6.900000095367432,0.0,0.10427407175302505,0.0030766434501856565,0.0018047201447188854,75.84892272949219,4.099999904632568,4.9999976909020916e-05,199,,,,,,
0,1.124691128730774,0.5426598787307739,6.453125,7.0,0.0,0.10466461628675461,0.0005183040047995746,0.0006628494593314826,75.85742950439453,4.099999904632568,4.999886004952714e-05,249,,,,,,
0,0.9856993556022644,0.4573790431022644,5.875,7.0,0.0,0.08122696727514267,0.006329648662358522,0.0037028302904218435,76.04843139648438,4.099999904632568,4.999604061595164e-05,299,,,,,,
0,0.9106713533401489,0.4204369783401489,5.4453125,7.300000190734863,0.7748307585716248,0.26478591561317444,0.0005158251151442528,0.0006474034744314849,75.9603271484375,4.099999904632568,4.999152952223085e-05,349,,,,,,
0,0.7754932641983032,0.33604010939598083,4.8828125,7.0,0.0,0.26243913173675537,0.0004872145946137607,0.000617837649770081,76.28141021728516,4.099999904632568,4.998532313038595e-05,399,,,,,,
0,0.7059891223907471,0.2660476863384247,4.890625,6.900000095367432,0.0,0.11637955158948898,0.0022265096195042133,0.0013755504041910172,75.41230773925781,4.0,4.997741780243814e-05,449,,,,,,
0,0.6100090146064758,0.19741132855415344,4.578125,6.900000095367432,0.0,0.13394992053508759,0.002051588613539934,0.0011899748351424932,75.38172912597656,4.0,4.9967817176366225e-05,499,,,,,,
0,0.589909553527832,0.15826892852783203,4.796875,7.0,0.0,0.08552821725606918,0.0005024767597205937,0.0006479757139459252,75.77973937988281,4.099999904632568,4.995652489014901e-05,549,,,,,,
0,0.5663257837295532,0.13419687747955322,4.8046875,7.0,0.0,0.20229190587997437,0.0004850098048336804,0.0006200154894031584,75.15703582763672,4.0,4.9943537305807695e-05,599,,,,,,
0,0.5370934009552002,0.10984731465578079,4.75,6.900000095367432,0.0,0.2784506678581238,0.0005297378520481288,0.0006872480735182762,75.24372863769531,4.0,4.992885806132108e-05,649,,,,,,
0,0.5249903202056885,0.10750986635684967,4.640625,7.400000095367432,0.7748220562934875,0.09568115323781967,0.00035544816637411714,0.00040617198101244867,75.33517456054688,4.0,4.991248715668917e-05,699,,,,,,
0,0.4802987575531006,0.0882088840007782,4.359375,6.900000095367432,0.0,0.13238273561000824,0.0018516788259148598,0.0008873223559930921,75.03863525390625,4.0,4.989442459191196e-05,749,,,,,,
0,0.47751688957214355,0.08640363067388535,4.34375,7.099999904632568,0.0,0.10114837437868118,0.0035321612376719713,0.002556111430749297,75.66256713867188,4.0,4.9874674004968256e-05,799,,,,,,
0,0.4432492256164551,0.07703828066587448,4.0625,7.0,0.0,0.2128436118364334,0.00031216401839628816,0.000362697581294924,75.88351440429688,4.099999904632568,4.9853235395858064e-05,849,,,,,,
0,0.4178764820098877,0.0736382007598877,3.8203125,7.0,0.0,0.11598916351795197,0.00031845454941503704,0.0003838616830762476,75.06329345703125,4.0,4.983010876458138e-05,899,,,,,,
0,0.41582438349723816,0.07158610224723816,3.828125,7.400000095367432,0.7748202085494995,0.16714870929718018,0.0007032669964246452,0.0007551348535344005,75.68168640136719,4.099999904632568,4.980529774911702e-05,949,,,,,,
0,0.4082493782043457,0.0644993931055069,3.8203125,7.0,0.0,0.12809300422668457,0.00042313497397117317,0.0005055118817836046,75.37979125976562,4.0,4.977880234946497e-05,999,,,,,,
0,0.3899524211883545,0.059386033564805984,3.671875,7.199999809265137,0.0,0.1105242520570755,0.0033721697982400656,0.0022006297949701548,75.3857421875,4.0,4.975062620360404e-05,1049,,,,,,
0,0.3805294632911682,0.059728678315877914,3.56640625,7.0,0.0,0.11755331605672836,0.0017993943765759468,0.0008319052285514772,76.19005584716797,4.099999904632568,4.972076931153424e-05,1099,,,,,,
0,0.37075644731521606,0.05239706486463547,3.53515625,7.300000190734863,0.0,0.17260153591632843,0.00033444291329942644,0.0004156702198088169,75.68655395507812,4.099999904632568,4.968923894921318e-05,1149,,,,,,
0,0.3886291980743408,0.05855106934905052,3.671875,7.0,0.0,0.16480693221092224,0.0003224606334697455,0.0003817659162450582,75.09246826171875,4.0,4.965602784068324e-05,1199,,,,,,
0,0.35883572697639465,0.055124785751104355,3.375,7.0,0.0,0.14449885487556458,0.0003905374323949218,0.00048264171346090734,75.87364196777344,4.099999904632568,4.962114689988084e-05,1249,,,,,,
,,,,,,,,,,,,0,7.947385787963867,1.259885549545288,74.375,,,
,,,,,,,,,,,,1,7.448370933532715,1.237433671951294,69.0,,,
,,,,,,,,,,,,2,7.574672222137451,1.2387349605560303,70.5,,,
,,,,,,,,,,,,3,7.454982757568359,1.2284197807312012,69.125,,,
,,,,,,,,,,,,4,7.8015923500061035,1.2000298500061035,73.25,,,
,,,,,,,,,,,,5,7.099349021911621,1.2165366411209106,65.375,,,
,,,,,,,,,,,,6,7.463739395141602,1.2215520143508911,69.375,,,
,,,,,,,,,,,,7,7.453718185424805,1.2349679470062256,69.125,,,
,,,,,,,,,,,,8,7.70039176940918,1.231642246246338,71.875,,,
,,,,,,,,,,,,9,7.70062780380249,1.2318776845932007,71.875,,,
,,,,,,,,,,,,10,7.318813800811768,1.2406890392303467,67.5,,,
,,,,,,,,,,,,11,7.74790096282959,1.2400885820388794,72.25,,,
,,,,,,,,,,,,12,7.258061408996582,1.211186408996582,67.125,,,
,,,,,,,,,,,,13,7.874758243560791,1.2419458627700806,73.625,,,
,,,,,,,,,,,,14,7.412435531616211,1.2249356508255005,68.75,,,
,,,,,,,,,,,,15,7.30487585067749,1.2111258506774902,67.75,,,
,,,,,,,,,,,,16,7.528178691864014,1.2234916687011719,70.125,,,
,,,,,,,,,,,,17,7.820025444030762,1.2106506824493408,73.375,,,
,,,,,,,,,,,,18,7.508941173553467,1.2120662927627563,70.0,,,
,,,,,,,,,,,,19,7.870950698852539,1.2147009372711182,74.0,,,
,,,,,,,,,,,,20,7.660805702209473,1.2467433214187622,71.25,,,
,,,,,,,,,,,,21,7.765355110168457,1.2028552293777466,72.875,,,
,,,,,,,,,,,,22,7.481745719909668,1.2083078622817993,69.75,,,
,,,,,,,,,,,,23,7.451432228088379,1.2404944896697998,69.0,,,
,,,,,,,,,,,,24,7.557247161865234,1.2134970426559448,70.375,,,
,,,,,,,,,,,,25,7.408871650695801,1.2135595083236694,68.875,,,
,,,,,,,,,,,,26,7.739476203918457,1.200413465499878,72.625,,,
,,,,,,,,,,,,27,7.58107328414917,1.22169828414917,70.625,,,
,,,,,,,,,,,,28,7.526332378387451,1.2060197591781616,70.25,,,
,,,,,,,,,,,,29,8.028799057006836,1.2006747722625732,75.875,,,
,,,,,,,,,,,,30,7.601997375488281,1.2113721370697021,71.0,,,
,,,,,,,,,,,,31,7.332365989685059,1.2308034896850586,67.75,,,
,,,,,,,,,,,,32,7.653170108795166,1.2312953472137451,71.375,,,
,,,,,,,,,,,,33,7.563260555267334,1.2116984128952026,70.625,,,
,,,,,,,,,,,,34,7.250637054443359,1.2271994352340698,66.875,,,
,,,,,,,,,,,,35,7.748680114746094,1.2486798763275146,72.25,,,
,,,,,,,,,,,,36,7.828729152679443,1.2271665334701538,73.375,,,
,,,,,,,,,,,,37,7.5155439376831055,1.203043818473816,70.25,,,
,,,,,,,,,,,,38,7.796576499938965,1.226264238357544,73.0,,,
,,,,,,,,,,,,39,7.641565322875977,1.2196905612945557,71.375,,,
,,,,,,,,,,,,40,7.7673540115356445,1.228291392326355,72.625,,,
,,,,,,,,,,,,41,7.480505466461182,1.191442608833313,69.875,,,
,,,,,,,,,,,,42,7.540238380432129,1.227738618850708,70.125,,,
,,,,,,,,,,,,43,7.710870742797852,1.2030583620071411,72.375,,,
,,,,,,,,,,,,44,7.678210258483887,1.2250854969024658,71.75,,,
,,,,,,,,,,,,45,7.870417594909668,1.2297929525375366,73.75,,,
,,,,,,,,,,,,46,7.435359477996826,1.2087972164154053,69.125,,,
,,,,,,,,,,,,47,7.7567009925842285,1.2254513502120972,72.625,,,
